bus_id,route_nodes
2,2823833460
2,2823833461
2,2823833462
2,2823833471
2,2671667954
2,2823833470
2,2823833472
2,2823833473
2,2823833474
2,2823833475
2,2823833489
2,2671667953
2,2671667955
2,42427390
2,42443676
2,42443674
2,4601466499
2,5849918502
2,4205565523
2,42427381
2,42435610
2,42439834
2,42430263
2,42429659
2,42430259
2,42430257
2,42430255
2,5155799272
2,5413254261
2,42430253
2,5413254263
2,42429374
2,5244228888
2,42430249
2,42430247
2,42430244
2,5155816415
2,42430241
3,5829847191
3,5829927764
3,4755898715
3,5829927762
3,1918039880
3,42457319
3,5829927769
3,5799037574
3,5829927765
3,42445511
3,5829753047
3,1692433915
3,1692433916
3,1692433917
3,42421927
3,42445520
3,4202984496
3,42431165
3,5481937333
3,5824300186
3,42431168
3,5286255072
3,1773084402
3,1773121031
3,1773121034
3,4621333642
3,4621333641
3,4621333640
3,595407624
3,42434194
3,42439243
3,42439249
3,3627218171
3,3919359296
3,42445558
3,4234425039
3,595407648
3,4234578193
3,42430872
3,4234578192
3,4500033344
3,4500033348
3,42428480
3,4747401775
3,4684550288
3,42428483
3,42455026
3,5357196527
3,5357196524
3,5357196525
3,5357196526
3,5357196525
3,5357196524
3,5357196527
3,42455026
3,42446521
3,42436935
3,3670742462
3,42438784
3,3670742441
3,3670742474
3,4579828839
3,4285056098
3,3884600520
3,1251605818
3,1251605860
3,1251605873
3,1251605875
3,3670742461
3,1251605812
3,3670742471
3,1251605887
3,3670742476
3,1251605884
3,3670742467
3,4579828851
3,1251605811
3,4579828840
3,3875000771
3,3670742487
3,3670742465
3,3252590543
3,4597668036
3,4597668027
3,4597668026
3,4597668038
3,4597668028
3,4597668039
3,4597668040
3,4597668041
3,42448693
3,5266429280
3,42448693
3,4597668041
3,4205565512
3,4276517126
3,42445867
3,4276517114
3,4763900906
3,4763900908
3,4763900910
3,4763900914
3,4763900915
3,3019039007
3,3857400400
3,3884612887
3,4276517122
3,3857400395
3,274681226
3,3857400386
3,4276517131
3,4276517128
3,3857400392
3,5147972318
3,5254263338
3,4834832813
3,3019038965
3,3857400390
3,3588566113
3,4276517117
3,3019039005
3,247798296
3,3019038942
3,4332760725
3,247798615
3,4332760733
3,247798614
3,3019038959
3,1251496362
3,1251496260
3,3019038960
3,247798192
3,1251496310
3,1251496312
3,247798191
3,3019038961
3,3019038938
3,247798339
3,4276517102
3,4276517115
3,42429876
3,4597668032
3,42429888
3,4234425050
3,42429890
3,4234425056
3,3903014639
3,4122576552
3,42429896
3,4122576550
3,4115968602
3,5889552233
3,42429900
3,42442891
3,3817756024
3,3817756013
3,3430331121
3,3430331122
3,2384399605
3,42436598
3,3601295762
3,42448707
3,3601295745
3,3601295760
3,3601295754
3,5759662029
3,3601295761
3,3686061879
3,3601295748
3,387184870
3,387184871
3,387184872
3,387184873
3,5785120648
3,3601295706
3,387184874
3,387184875
3,387184876
3,387184877
3,387184878
3,1814477462
3,1814477466
3,1814477457
3,1814477476
3,3601295713
3,5785120626
3,3601295712
3,3601297798
3,3601297800
3,5286403007
3,3601297801
3,4298764915
3,4298773008
3,4298764911
3,4298764910
3,387184987
3,3360772998
3,387184986
3,4298760168
3,4298760166
3,5690423130
3,685164633
3,4298757070
3,4298757015
3,4298757032
3,4298757040
3,4298757012
3,4298757018
3,4298757080
3,42439323
3,3834459551
3,4298757025
3,4191922368
3,42455452
3,4191929647
3,1251612292
3,1251612283
3,1251612289
3,1251612276
3,1251612273
3,1251612267
3,4191922373
3,4191926878
3,4762069449
3,4191922371
3,42431464
3,4205565492
3,42440737
3,4376122112
3,4376122111
3,4376122110
3,4376122109
3,4376122108
3,4376122107
3,4376122106
3,4235738199
3,3834459546
3,3875091624
3,3834459546
3,3875091625
3,3834459550
3,42449021
3,4216045804
3,42449023
3,4216045848
3,4216055440
3,4216045794
3,4216060114
3,4216045794
3,4216045846
3,4216045826
3,4216045801
3,4216045799
3,4216045833
3,4216045818
3,4216045837
3,4216055441
3,4216045823
3,4216045808
3,42444829
3,3316524008
3,42453175
3,42455051
3,42437343
3,42453604
3,4544006773
3,4598752842
3,4598752829
3,4598752868
3,4598752855
3,4598752847
3,4561657054
3,42432068
3,42437084
3,4215596089
3,3314293726
3,42429773
3,486867513
3,3314293725
3,42432099
3,5041369239
3,5041369240
3,5041372584
3,5041370333
3,5041370334
3,5043074386
3,5043074385
3,5043074384
3,5043084239
3,5043084240
3,5854357040
3,5690420767
3,5043084241
3,5854357051
3,3212472852
3,5043084249
3,3212698624
3,42432108
3,4300912711
3,42429644
3,42432111
3,4539951617
3,4539951607
3,42432085
3,1773069829
3,42432184
3,1773076513
3,4956305806
3,42429752
3,5296795595
3,4202950102
3,42437605
3,42437114
3,42437608
3,42458313
3,3463814536
3,42432305
3,3463814538
3,428833478
3,428833476
3,428628885
3,5829779507
3,5829779508
3,5829779525
3,5829779493
3,5829779514
3,5829779502
3,5829753046
3,5829844684
3,5829847189
3,5829847194
3,5829847191
4,3833309820
4,42430295
4,4960503202
4,42439440
4,5235625493
4,42439440
4,5235625492
4,42435422
4,4631139784
4,5235583558
4,5235583559
4,3799572066
4,4443775465
4,5122601050
4,42435642
4,42435644
4,42435645
4,42435646
4,42435650
4,42433620
4,42435654
4,1758008333
4,42435657
4,42435660
4,4207957613
4,5020830713
4,42435663
4,5849918504
4,42435671
4,42432700
4,5849918503
4,2435108451
4,42435675
4,3573482144
4,3573482145
4,5481886057
4,2351532375
4,3875120000
4,2351532371
4,3875119999
4,2351532361
4,3875119998
4,2351532373
4,3875119997
4,2351532369
4,3875119996
4,2351532367
4,3875119995
4,2709968341
4,5481881554
4,2709968341
4,3875119995
4,2351532367
4,3875119996
4,2351532369
4,42440163
4,3463813445
4,3463813444
4,42432594
4,42432598
4,42443534
4,42452365
4,42455761
4,593921858
4,593921859
4,5481842905
4,42430688
4,3998783964
4,42430685
4,3998783962
4,42430680
4,5985110734
4,3874681640
4,3874681639
4,3874681636
4,3874681637
4,3874681638
4,3874681635
4,3874681634
4,3874681633
4,4870298754
4,5542715083
4,4870298753
4,4870298749
4,4870298745
4,4870298748
4,3874681632
4,3874681630
4,4872485217
4,3874681628
4,5481848526
4,5481848525
4,5481848526
4,3874681628
4,4872485217
4,3874681630
4,3874681632
4,5481848951
4,42430664
4,593839894
4,5481848621
4,5890772452
4,427804211
4,593926788
4,593977718
4,427804205
4,2050767462
4,42455535
4,427804186
4,427804187
4,427804191
4,42423883
4,427840949
4,427840950
4,427840951
4,427840952
4,427840953
4,427840954
4,427840955
4,427840956
4,427840957
4,427840958
4,427840959
4,427840960
4,427840961
4,427840962
4,427840964
4,427840965
4,593984747
4,593984748
4,593984749
4,593984750
4,427841023
4,427841026
4,427841027
4,427841028
4,427841029
4,427841030
4,427841031
4,427841032
4,427841033
4,427841034
4,427841036
4,427841037
4,427841038
4,427842125
4,427841042
4,427841043
4,427841045
4,427841046
4,427841047
4,427841048
4,427841049
4,427841050
4,427841051
4,427841052
4,427841053
4,427841054
4,427841055
4,427841056
4,427841057
4,427841058
4,427841059
4,427841061
4,427841062
4,427841063
4,3788348148
4,61274119
4,427841071
4,3788348139
4,1701844729
4,358448167
4,3788348138
4,358448165
4,3788348137
4,358448164
4,3788348136
4,1701844624
4,1701921006
4,1701921002
4,1701844788
4,1701844770
4,1701844618
4,42437693
4,42427821
4,42438674
4,2823833578
4,2823833572
4,2823833577
4,2823833576
4,2823833571
4,2823833570
4,2823833575
4,2823833574
4,2823833567
4,2823833573
4,2823833566
4,2823833568
4,2823833569
4,2823833550
4,2823833552
4,2823833551
4,2823833552
4,4634276417
4,4634276418
4,4634276416
4,42445310
4,358447541
4,5122551881
4,42444933
4,5545401592
4,5481863558
4,42435632
4,42439842
4,42439840
4,42427426
4,5481850674
4,5481850672
4,42427423
4,42430274
4,42430277
4,42430279
4,42430282
4,42427797
4,42430288
4,42430292
4,42430295
4,3833309820
