pickup_node,dropoff_node,manhattan_distance,taxi_duration
1773084413,42440323,2016,550
42444985,3627218173,3157,796
4115968602,3977886858,2745,801
4597668043,42430338,1366,537
42439096,401875397,5761,795
3762705813,5837174092,873,239
42449576,4320194279,1066,195
3875120004,4443775465,1144,240
42445896,3977886236,2343,360
42456543,4298773012,1592,360
42429377,5244228883,338,144
42434205,42446935,2565,360
5413254263,3857334399,2008,771
3308681106,42445888,2430,900
4782404427,4782442659,2740,544
4206998243,5708140036,420,131
5829779488,4129804731,2017,360
1291420907,42428183,2582,840
2376384477,42431519,2362,900
42435657,1751440888,807,459
3670742472,42434951,2089,360
42449945,5651033419,1923,300
3601295731,1773084407,2127,325
42442276,42435581,1684,360
3914863406,4443775464,1053,271
4322008119,42435470,5568,1620
4207150080,2572245396,898,420
5235625493,5266421745,2166,540
5296792749,42432679,3140,579
5780135038,1253070812,2688,540
3826754271,5319114463,971,193
42434087,42431556,2255,615
42445382,5159453779,4400,780
42440340,1828749428,7902,1127
42430259,42445947,4622,600
465132521,42454401,2839,540
3009534488,42432085,3183,936
42439842,5244228881,2008,240
42435650,4597668029,1979,480
596775919,5159452346,6173,1560
42445505,4685462242,2291,660
42438889,42434946,1732,660
2792781448,42429374,5497,1495
42431611,42446521,3412,700
42427427,42429900,2138,360
42438674,5858721092,1724,360
42430811,3670742439,1005,300
3944708033,805764974,594,720
2985573626,1758008333,2822,600
42444960,4205565523,1476,153
4236104524,5243716994,802,299
3985008869,4143835689,4855,814
42432246,42446547,2703,1020
2840192831,42430320,2158,504
42430603,3463815151,2784,228
5475605298,5829844680,5601,1188
3817756011,42436064,4691,780
42428223,42434412,5972,976
1659428536,5815643269,1069,600
42429888,2714921385,2561,600
4132605270,4376122101,1989,244
4443775465,42444049,1980,545
4298781038,4132605272,1272,523
42439955,42449954,1620,404
3875091621,5458544540,1744,600
42436400,42435596,868,300
3977886198,1514352962,2733,673
42437084,42430603,4985,1290
4235738198,42430338,3294,1198
4634753634,4234425055,2719,813
1692433919,4625653597,4168,900
719516045,3790180110,5066,1304
348152933,4782363328,2323,1046
42430235,42428411,2180,300
4205565490,42435422,2454,720
42434270,42432156,2852,540
42445888,2183010557,6595,745
5784518537,3977886253,5270,2046
4782506031,3932847295,1929,720
42452973,4550867479,1589,1320
42436407,42436942,2112,464
42429918,42435657,3064,960
4117109189,4016646249,708,323
42430350,5851792229,1764,480
42431151,2714805487,4085,747
4259273041,4493840520,1041,360
42442078,42436784,1460,677
42431453,42440353,4548,720
42430861,42434821,2696,900
42435660,2709703008,1193,780
5152337879,3875120004,4482,1080
42429394,42442273,2245,840
42436427,4872879376,3027,420
5215013210,42454642,2870,600
42439823,42439527,1738,335
593915310,42443671,2685,709
3977886255,42445404,2598,889
42430691,3584752497,3990,1049
42430550,2714805487,6769,1380
3686061923,3522432774,2215,625
42453952,42430295,5702,600
390519635,42439836,1651,540
42429373,42433577,1856,1140
5178688284,4560056043,4763,891
4015192928,42436942,4316,540
42427423,3875091626,2232,480
5035490054,5402554392,8593,1260
3977886237,1758380526,841,369
42445926,42437914,3329,600
4207957613,4782363334,1013,133
4207938835,5916783970,1486,840
42428546,5008036416,1049,240
42429373,5805243783,2066,540
5545401595,5846916772,2417,425
3847026393,42432073,3198,900
42439272,42429412,1590,420
1289222390,4747401774,3158,900
4488597394,3977886190,2145,420
5402554392,5178688282,1579,773
42429362,3977886196,8269,1440
42443804,42439842,2040,484
42442291,42435650,4632,1300
42431154,42430004,3117,780
5481859786,5357196526,1759,511
4143824668,3977886199,8735,1680
42429412,42430796,1245,711
42435578,3786901747,2900,574
3973686163,42443975,3625,780
1692433927,4115968597,2814,540
4890623901,42439275,2677,978
42449308,42445417,1067,421
2034011067,3955360015,8321,992
42433574,4634753632,2523,1020
5152337872,5481937327,1265,300
42436510,3060682047,1167,360
3977886867,5243723093,3511,767
42436122,42429664,1615,360
5235625493,5266429279,1688,449
4202984491,4486628750,5350,1140
42442947,42437346,4236,720
5022414759,42432847,2246,720
3842775636,5481859789,1754,480
42430257,42430352,3477,180
42431549,2435108464,922,120
596775882,4707468269,1631,925
42430938,42435657,4452,900
3314293720,5243701466,1057,360
3997461343,42435422,1523,474
42442948,42448317,1094,353
4841945996,42439836,1201,120
4298764919,5384908886,5115,608
3786901747,3875091626,2172,442
5235625493,247798318,1107,480
4500033338,42435650,2607,1615
3314293708,4320028814,2618,903
42428283,42428258,494,75
42430118,4872623868,3265,480
42432201,42446533,1465,438
4115878739,4597668029,446,240
42436139,4320194260,688,233
42439834,4754110659,2850,480
42440951,42430320,1885,660
1692433932,4601466495,1725,445
42434140,3829872815,4128,600
3971302311,5475605301,259,1215
1773063787,42454994,2717,326
42427371,4782506031,3129,180
42446552,42452598,2510,660
42433611,2918696405,1387,240
42434871,1762438249,6438,1663
4782363331,5846916775,985,686
42439530,4960527243,6581,1044
4207912627,42434954,714,153
3875091626,42442943,3627,288
5235625475,42456492,5627,804
42446933,3584752524,2788,488
42430886,5244228887,1342,255
4676426947,5829844678,4731,1099
42431453,2840192831,2950,695
4598752852,42435598,3628,780
42454758,4205565530,1717,234
42430344,42452026,5620,1359
42439280,42429375,882,180
42427374,4320105472,1495,240
42435422,42445404,1030,300
42439275,42430247,601,272
3569749103,42430317,1735,1281
4207913307,3955360025,1506,1620
42439440,42430338,1290,180
5542715073,2435108462,1262,504
3507753872,42427369,2251,360
42439345,4707407258,5160,1973
1745991210,4631139784,1973,811
42445961,42436055,8546,1440
4016646249,5481907462,5381,1380
5266429281,5684427050,1222,360
42448693,4302910549,1927,360
42430317,596775867,1487,318
42435654,3971302315,1960,738
42439836,42439836,3,24
4755898678,4601466495,2243,900
42438674,4205565530,1194,480
4207957613,4782442668,1164,176
5481855556,42435632,1027,744
42432444,42437654,1177,420
42443614,42438379,3521,960
42435470,2348991689,1438,0
42428223,1752946328,1690,1073
3252586225,5244228880,2948,597
42435599,42446266,1765,347
3875091626,42452975,4189,3345
42435654,42456568,1909,457
42436355,42445310,3002,600
4578017553,42439826,2803,591
3009534478,4578017555,1521,431
3977886868,3944708045,1012,323
4376122118,5244251221,2596,540
42428179,4782543129,2824,502
42442898,4320028832,2878,434
595106176,4493840518,2081,600
3859048179,5165644105,2439,1116
42435644,4207957614,1254,502
4216045838,42431556,4297,1920
4202984494,3944708046,5017,240
4784141042,4375703340,5014,1354
4903169922,5130936740,1300,300
42440350,4016646232,8222,2760
42431544,1762449346,1062,366
5607992553,1511873348,1462,180
42429374,5858721092,2991,797
4707484298,4711654710,787,219
42454433,3976829276,2558,578
1692433939,3875120003,3968,742
42430279,42430378,3146,423
42459085,1919595918,4901,1140
42437654,4298757044,2738,578
3783071112,5837174092,2396,720
596775935,5148088862,3866,1200
5340982006,5345057743,7943,699
5696984871,42427951,7128,678
42439440,42430390,2983,667
42429661,5022965056,3320,1162
42445310,3875091622,3907,540
5730369215,3833309811,1683,420
2792781447,1251382547,401,128
5829880518,3314293707,1761,600
5651033419,3786901754,1635,480
42431165,42454042,4466,915
4776041123,42445484,1733,660
4754110663,4207806921,1040,216
4796291639,42445926,1402,1130
42442107,42435610,4795,876
42432161,4892579965,1159,214
42431168,4302910549,1287,287
3670742484,5307048044,643,180
5812723035,4616536350,1206,300
3977886190,4147546533,9241,600
5216346765,5829927770,2677,540
5829779494,5243723093,1633,240
42435660,42439527,4549,960
42429661,4782442659,3992,1528
5228410330,3977886191,9105,983
4375703340,42446521,1005,383
42442902,5266429279,880,180
4132605270,42442943,2406,480
42454742,42429701,837,427
42428471,3762702429,3502,720
42439345,3683163348,3560,681
42427390,4782404423,3411,432
4597668038,42456568,1307,240
4347534786,42434959,2326,540
4618691811,4755831435,1465,360
42454758,2103787765,4422,570
427851451,3955360017,1675,361
4207683794,5829827216,2894,796
42430600,42434145,4309,540
42443975,4872626650,2711,300
42436374,5829927772,1331,453
1514353072,3977886249,2742,540
5152337886,4207000393,2868,600
5829779488,42435422,2958,600
42430265,42442255,2399,780
5020830713,3903014639,2347,629
5307048044,42435456,3165,829
42435598,42445885,1603,738
42428436,42458010,3962,1080
42446945,3971302314,1605,801
2840192831,42453327,3371,1560
2821304137,4676427536,6786,600
42443561,5122551883,1714,275
5772387839,3859048179,1291,180
5916783970,3971196633,1430,360
42430390,3977886233,615,305
42440456,3944708051,530,163
4207815979,42430274,2763,960
42431805,4143824664,3592,694
42439280,4578212490,1419,387
5815643268,4145794851,2136,420
3977886197,3932923797,1207,531
5889481211,4597668041,2729,464
5235625496,5235625493,72,55
42430828,4886404633,2447,420
4241748518,42453175,501,120
5799605399,42436431,3514,840
5357542231,42445947,9204,966
42427423,1692433928,2296,480
42428272,5849918502,2024,317
348152927,3573482110,6625,1300
42445888,5215015525,6100,971
3573482142,4207913307,1434,278
3009534478,5377706595,4216,509
42439842,4707482485,854,173
42436369,4443775465,3558,900
2555136675,42446902,1886,563
4132605273,42454673,1542,420
5481866330,42434085,5196,900
1514353072,4143835698,6291,1082
1773076509,4216045805,1706,498
42442870,4234425026,1662,300
3670742451,3973686162,763,540
3944708059,2823299575,4112,900
42432444,42429412,3689,1080
5829847189,42430378,5811,1500
42430938,4493840514,3042,647
42436753,42432201,2439,600
42459436,247072101,3092,360
42449021,42430259,2142,420
42435578,4784141035,4928,657
42421941,42436024,2378,458
5200192560,42445357,1627,420
4320194252,42435657,3147,420
42446701,4347535690,2907,660
42433611,4332760695,1584,360
1701898716,42439078,1632,240
4320194262,4236104521,1492,353
5481856935,42427374,1460,360
4676427188,2151385472,5784,1047
42427369,4960516271,2542,1080
3564892569,1752946328,3248,1620
2324482248,42429562,3514,877
4486628750,4234425034,1288,109
100521835,3875000770,2740,600
561042192,42430688,2931,960
42452040,529555931,1846,480
3314293708,5799037570,1246,680
42428220,4268635489,3486,1440
42435702,4493840519,1977,458
2639531766,1332501227,824,480
42430550,4443775465,4878,780
3977886860,2714921451,1591,244
5152337873,4206998260,3401,466
42439996,561042194,1511,240
42449600,5215013211,933,314
246580076,5254361544,2762,960
3837215730,42436748,2579,686
42432818,42437644,2457,362
4205565514,4597668044,2008,506
4707468278,3875000768,1900,612
42443671,5542715074,3015,933
4968494266,42437951,1918,420
42451674,42455007,2661,763
42427371,5319114464,3366,1217
42454997,2358967543,3508,1320
42424408,42430329,5578,669
42430550,3971302312,7536,1412
42442933,4755831438,5067,960
42435644,1692433939,3099,1157
5849918504,4604294525,1047,286
42434205,42435598,2836,900
5721338583,4770624020,1628,746
5812713653,42428444,2087,780
1745991208,4207815979,1953,1020
42435645,5244228888,2205,532
1289222429,4136179170,1240,540
42449961,596775907,505,2880
4544006773,42436393,2863,420
42440532,5481897724,3671,523
1751440889,5266098185,1710,899
4207150077,42435645,5367,1584
42430607,42427374,1847,304
4890621099,4015192929,1561,420
42437686,2435108461,1571,1140
5854325127,42430265,2543,426
5235625496,42446986,1998,1284
1701921025,5780152920,1994,441
42436393,593886253,4625,720
5143758609,42436431,1642,180
42436779,5333821403,5101,660
4207978589,2351527466,1491,300
42443561,42435680,516,180
4161568334,5145546769,695,180
1760566994,42449067,3602,840
42437644,4298781037,2707,902
3875091632,3874653361,3550,699
4234425036,42434087,1451,600
4207915681,42432075,4652,967
42431154,42439581,2814,749
4598752853,42427423,2931,360
42431802,42430271,2014,397
42429661,5780020553,2177,480
42434271,42432700,2524,360
4234425051,3977886858,2771,1020
5235625493,4235738201,2675,557
4443775464,3932847283,2513,526
3859048179,4296710219,1705,360
42436364,42446521,1944,637
42436149,42453005,3894,1200
3308681107,3463817009,178,1386
42436308,1919595919,1393,394
42427381,3955360023,2760,1118
42434800,42435654,1591,300
42449948,4347534770,1397,900
3842788779,1514353058,1618,1056
5849926991,5204214357,3130,480
1762438252,4782506031,441,300
4443775464,42453773,4305,836
5135853010,42430115,1026,120
42449945,4707484298,1159,1360
5256074550,42429394,1586,553
4597668028,4493840501,1107,300
3874650237,5829779519,3414,698
42428183,42430274,702,300
2435108454,42443807,1379,300
5829779488,3875120007,3622,938
3977886248,42434946,1956,720
42445885,4016646235,2661,1229
42453604,42438547,3347,798
42437078,42430259,3052,1402
5235625496,4202958491,1607,546
4597668043,4631139784,1322,480
4207957614,42435663,567,60
42446959,42438889,791,270
5235625493,593921872,1507,597
42430241,2792781447,5790,1590
42434087,2351532375,2334,420
4960516269,5889481211,2013,5662
3875091648,3830786441,1109,502
42445656,1861822461,1126,630
3584752516,5227014112,2987,480
4376122113,42439823,1903,553
4597668042,4597668039,408,60
4205565512,42422056,5382,754
4631139784,3564892573,1741,480
42438889,5846916772,1538,673
42431508,42454642,915,100
3929041613,3420766634,2706,298
3639382769,5784518530,4061,900
4714254172,4235738199,2151,466
1511873346,4207913307,1962,675
4207957613,3944708039,1267,360
593915213,4207815981,2064,289
42437654,4207683798,2204,1204
4598752863,4301088412,962,292
42435420,42431275,2980,315
42439842,42429832,4355,600
5916783970,4742697051,6288,1197
5916783970,42435680,740,285
42430639,3971302313,2554,540
246580338,3857400409,2365,562
3790255302,42438386,6339,485
5022414760,42445908,1260,241
2435108436,5215013216,8219,1620
42435660,4276525587,1984,714
4597668033,42436431,2477,684
3942050711,3847026393,1105,286
4634753634,42445661,3300,1008
4298764911,4493840503,2507,1523
3977886859,42454378,3827,660
42449597,3627218179,3622,568
42445649,1758380528,1251,420
3019038953,42446528,1155,360
42434268,42436364,2880,507
5458524664,42435654,1342,480
4016646249,3834459546,1694,393
5235625475,4298778317,3680,565
4625652073,5481850676,2913,388
4143875761,246909444,1128,584
42444909,42430938,4076,620
42427787,4016646232,2491,840
42451674,5266421746,1629,600
4555838817,42430694,3169,840
42437605,42427797,3112,540
42436404,5148103566,1226,534
3891963911,42427426,2498,1050
5889481212,42430317,1389,480
4597668026,42456598,4293,522
477284549,427845236,933,162
3974095843,42428328,722,1860
42436159,42427369,1335,452
1251605877,5481912001,977,480
4296697329,4298757020,741,716
5235625493,1812608107,3890,433
42435599,42435624,739,102
42427374,42430241,1003,300
42436393,2956903780,4367,900
42445018,3857400389,2574,1129
42459436,42436935,1628,600
4769084861,42430646,2056,1021
42440022,5812713552,8192,1476
1289222445,5319124079,1178,370
42453952,42457728,2969,299
42442881,3859048179,1440,300
42437530,4493840519,1718,900
673854913,4202950101,1365,509
42430557,5509380206,2438,600
3891960762,3857334399,3346,395
3627218182,4147546538,5331,730
5228410329,4216045845,5063,508
42456211,4557517555,2008,1111
4597668040,4676427536,2159,420
4782363335,42438547,2356,264
42439960,2176936535,1171,420
3670742479,2649092010,2257,660
4557517551,3842788779,3441,1425
42430329,42430607,1708,393
42439840,42433275,1602,240
3639382769,2151385490,5784,569
4143851143,4136147003,7209,1203
42439834,42454742,969,120
4500033339,4711654707,2704,1238
4876525168,3944708055,8612,1080
3957124188,42430394,2725,841
42437909,42431500,1093,181
42454325,5799766718,4562,790
4634753634,3420766634,2802,527
42446986,42435610,3477,540
42431617,4443775464,5031,1394
3252582131,3009534487,3334,573
42437914,42429910,3146,480
247798293,596775882,2456,420
42430669,42429876,2938,449
5240026594,4500012790,3268,480
42430694,42430265,2898,439
42454381,373903786,209,300
4207862997,4207854745,4311,1443
1577321467,3971302311,2319,499
42432156,3786901754,5045,1200
4202950103,5849918503,4399,720
4234425044,42437644,1038,650
4500012798,1828749428,3682,1440
42446977,5481897724,1815,300
4132605271,4205565536,2057,595
2348991701,42440951,1279,420
42429701,5829880521,530,600
42436055,370913786,5605,1980
3833309813,42428483,1974,600
3971302313,42442881,3317,1063
3314293715,4885959783,1424,235
5266429281,4841945996,1763,240
42435657,4782442668,1301,180
42451674,42455026,2078,321
42439994,42439842,2313,660
1692433939,42454994,1485,798
42430828,5804835269,3448,1165
5538485407,42439345,3893,757
4601466495,4544006773,3703,960
42431490,4161568342,1516,900
4707471833,4215926836,1682,388
42437537,4234425044,6476,804
1251605745,42436159,1887,420
2165157811,42429888,2317,420
42430235,42435470,1727,529
3875120008,3875091627,3785,540
4202957549,5849918504,3806,840
42430265,42437654,1341,1599
42454325,1695371077,2363,660
42440820,3932923800,6791,1973
42437283,42429832,4001,960
3875120007,42432075,4829,960
42430384,100522741,1148,328
5413254263,5266421747,1262,420
5837182318,42454378,2469,728
3316533507,42430007,1417,360
42456197,4597668033,3549,786
42442931,42446266,1246,480
4347534782,42434946,2498,651
42439996,4143824665,8151,1560
477284535,2823833555,1403,180
3977886187,370880739,9419,685
3977886244,387184983,3525,660
42443680,5481960322,1059,240
5481937335,3955372901,4714,660
42435456,42430938,2654,624
4754110667,3976008170,7740,840
42435646,2565699085,5382,949
42439286,3875091624,3622,715
596775946,5812723035,8329,1519
4207837422,42428471,4290,1440
2823833437,3686062427,3173,1577
3463815150,42434285,3339,660
42445310,3875091630,3715,781
42449067,4872753359,2885,540
42434145,4769084861,2555,1258
1731564122,4234425034,1413,485
42434418,42433543,2021,592
4561657054,5866337890,2508,420
3857343067,2302133933,1427,713
42445411,42438849,1064,171
4276517115,3383400749,2696,1380
595142429,4205565508,2567,360
4796291642,42430607,3912,1140
42442850,3859048179,1999,444
42437084,4634753634,3686,856
3371304304,42459085,1045,300
4625652085,4207915681,862,720
4132605273,42433354,1947,600
5730369214,5849918504,2110,1440
1719560859,5554351996,2401,540
5815248549,4216045829,4055,711
5235625492,5178688282,1125,209
4597668029,42436056,4368,600
4782404425,4320108382,4524,910
4207915681,42437114,5183,660
42434954,42445494,4128,461
4276517121,42446945,1473,359
4689113869,42429844,7727,1080
3884612889,2823833548,2034,360
42428183,3855009862,3146,1353
3919359300,42436793,719,187
4234425050,42442949,2508,677
42429900,4202950104,2773,480
42421877,42452026,1806,361
4577294519,4714254172,2553,780
42449600,4876645555,1287,420
4493840510,42436381,3717,420
4207952793,4885973778,7386,1920
4747401774,5799559461,1297,660
3026465712,42430342,6831,1440
42433604,42446934,811,295
4540239967,4216045815,2033,380
42442895,3420766634,1993,294
42445896,4960527245,3096,517
4132605206,5266429279,318,120
1633173564,42430314,1629,600
5266429277,5854381572,2891,326
42428283,4796245036,2001,395
4597668038,42454381,2319,720
42449067,42457735,1198,600
4302910549,5413254263,684,180
42439968,42442247,4294,1020
4711654700,1772136801,7833,1200
4207957613,4487582556,4919,1616
3891969472,42430259,1565,180
4631139784,1289222446,1219,300
42443807,4890634253,5702,745
3875120008,3314293715,4587,1313
805764995,4347534782,673,600
4625652075,3564892571,3252,1180
42434145,42436754,2155,540
42427423,5849918502,748,240
42435456,5475605301,6213,1447
42436142,3009534487,2383,570
4685465959,5340982006,3296,840
4878838724,5235625493,5423,1270
596775935,4597668033,2886,420
42430277,5235625492,578,162
42431508,42430333,3856,433
42436575,42437371,2676,840
42435657,42435420,991,180
42448563,598195026,3519,1440
42436384,42431517,555,300
42443680,595106176,1582,420
5813259906,42432194,3979,963
3955360018,42443950,643,333
4298757077,5296795596,2304,480
3308681111,3977886220,1507,880
42430282,3971196622,2255,480
42430255,4234425045,1558,375
42427411,42454325,4477,558
5151708181,5243716993,1782,272
42421941,42435660,7401,1140
1993431127,4015192893,4365,1620
42438567,42431814,2271,300
42429662,3997454669,2782,1320
4577294517,4216045799,781,180
42445404,5244228881,2749,600
4876524523,4872777165,3812,444
42434821,42432706,1975,140
42430265,3997461342,901,843
5854325119,5481907299,4307,410
42434145,5851709098,4464,1130
3009534487,4711654714,1539,386
42455761,358447541,2212,598
5609547123,4711654711,2213,454
3601296182,42451674,2139,480
3942050702,42455083,3608,900
4234425041,42449948,1579,300
1538237281,42427324,1780,890
3928841144,5043087533,3903,928
42446941,4707468280,1321,713
4776041129,4015192894,2474,360
4207862998,4205565522,1266,120
5829907364,42432142,721,180
42434268,42446701,1175,480
5651033419,42430691,1325,240
793872212,4202958490,7934,666
42436326,3971196629,7011,913
1692433910,42430329,3978,926
42427797,3944708031,1746,240
42427374,42445357,3931,420
42445888,42435629,1290,360
42430257,5173374392,2254,360
5815234910,4276517106,5754,713
42435677,42444049,1807,335
42437363,42428371,7317,1184
1514353072,42429661,1436,983
42455051,42428444,1094,650
42427483,5178688284,2059,1205
42432679,5159433792,2932,720
4890418815,42446941,5105,1026
42446935,42428471,2773,360
42439840,42434427,1175,356
5083818849,1514352994,5911,899
42449942,3360773034,1735,600
42428476,1745991209,4292,720
